Zip;City;State;Latitude;Longitude;Timezone;Daylight savings time flag;geopoint
71138;Shreveport;LA;32.607556;-93.75256;-6;1;32.607556,-93.75256
77062;Houston;TX;29.57493;-95.13238;-6;1;29.57493,-95.13238
78227;San Antonio;TX;29.405424;-98.63832;-6;1;29.405424,-98.63832
79201;Childress;TX;34.38587;-100.28401;-6;1;34.38587,-100.28401
79414;Lubbock;TX;33.550335;-101.91661;-6;1;33.550335,-101.91661
79508;Buffalo Gap;TX;32.280068;-99.82808;-6;1;32.280068,-99.82808
94044;Pacifica;CA;37.613806;-122.48229;-8;1;37.613806,-122.48229
95194;San Jose;CA;37.189396;-121.705327;-8;1;37.189396,-121.705327
80822;Joes;CO;39.633953;-102.69795;-7;1;39.633953,-102.69795
75071;Frisco;TX;33.225107;-96.638614;-6;1;33.225107,-96.638614
75432;Cooper;TX;33.377005;-95.68573;-6;1;33.377005,-95.68573
85722;Tucson;AZ;31.970131;-111.890713;-7;0;31.970131,-111.890713
66211;Shawnee Mission;KS;38.925159;-94.64136;-6;1;38.925159,-94.64136
45781;Torch;OH;39.368235;-82.010132;-5;1;39.368235,-82.010132
45813;Antwerp;OH;41.18312;-84.73533;-5;1;41.18312,-84.73533
46809;Fort Wayne;IN;41.023147;-85.1826;-5;0;41.023147,-85.1826
40211;Louisville;KY;38.24142;-85.81181;-5;1;38.24142,-85.81181
43346;Roundhead;OH;40.573227;-83.846199;-5;1;40.573227,-83.846199
36614;Mobile;AL;30.601892;-88.211103;-6;1;30.601892,-88.211103
37402;Chattanooga;TN;35.046324;-85.31199;-5;1;35.046324,-85.31199
58703;Minot;ND;48.277024;-101.31942;-6;1;48.277024,-101.31942
59750;Butte;MT;45.946694;-112.6987;-7;1;45.946694,-112.6987
56295;Watson;MN;45.024344;-95.82794;-6;1;45.024344,-95.82794
53404;Racine;WI;42.743169;-87.80534;-6;1;42.743169,-87.80534
53521;Brooklyn;WI;42.839241;-89.40088;-6;1;42.839241,-89.40088
49768;Paradise;MI;46.659548;-85.09913;-5;1;46.659548,-85.09913
03280;Washington;NH;43.173046;-72.09755;-5;1;43.173046,-72.09755
05868;Troy;VT;44.902837;-72.408;-5;1;44.902837,-72.408
07194;Newark;NJ;40.79185;-74.245241;-5;1;40.79185,-74.245241
13732;Apalachin;NY;42.059433;-76.14733;-5;1;42.059433,-76.14733
14638;Rochester;NY;43.286024;-77.684264;-5;1;43.286024,-77.684264
14879;Savona;NY;42.330602;-77.19305;-5;1;42.330602,-77.19305
16868;Pine Grove Mills;PA;40.726405;-77.911776;-5;1;40.726405,-77.911776
24260;Honaker;VA;37.02264;-81.99859000000001;-5;1;37.02264,-81.99859
08202;Avalon;NJ;39.092928;-74.72688;-5;1;39.092928,-74.72688
08611;Trenton;NJ;40.206959;-74.75136;-5;1;40.206959,-74.75136
08865;Phillipsburg;NJ;40.689123;-75.17243;-5;1;40.689123,-75.17243
10167;New York;NY;40.754862;-73.97495;-5;1;40.754862,-73.97495
10169;New York;NY;40.754463;-73.97606;-5;1;40.754463,-73.97606
11358;Flushing;NY;40.760522;-73.79612;-5;1;40.760522,-73.79612
19967;Millville;DE;38.54597;-75.11175;-5;1;38.54597,-75.11175
23086;King William;VA;37.64375;-77.02508;-5;1;37.64375,-77.02508
29063;Irmo;SC;34.120487;-81.19686;-5;1;34.120487,-81.19686
29081;Ehrhardt;SC;33.094711;-81.04345;-5;1;33.094711,-81.04345
29590;Salters;SC;33.575913;-79.85551;-5;1;33.575913,-79.85551
12812;Blue Mountain Lake;NY;43.865351;-74.43366;-5;1;43.865351,-74.43366
12977;Ray Brook;NY;44.145678;-73.815204;-5;1;44.145678,-73.815204
77244;Houston;TX;29.83399;-95.434241;-6;1;29.83399,-95.434241
77453;Lane City;TX;29.170387;-96.014159;-6;1;29.170387,-96.014159
77614;Deweyville;TX;30.293684;-93.74329;-6;1;30.293684,-93.74329
59245;McCabe;MT;48.280119;-104.94413;-7;1;48.280119,-104.94413
61051;Milledgeville;IL;41.965904;-89.75896;-6;1;41.965904,-89.75896
61368;Tiskilwa;IL;41.279825;-89.50492;-6;1;41.279825,-89.50492
61913;Atwood;IL;39.809929;-88.45309;-6;1;39.809929,-88.45309
65783;Windyville;MO;37.715074;-92.92425;-6;1;37.715074,-92.92425
68782;Verdel;NE;42.811418;-98.191178;-6;1;42.811418,-98.191178
56160;Odin;MN;43.847252;-94.77124;-6;1;43.847252,-94.77124
56432;Acton;MN;45.910946;-94.633724;-6;1;45.910946,-94.633724
56437;Bertha;MN;46.252854;-95.06222;-6;1;46.252854,-95.06222
56469;Palisade;MN;46.702947;-93.5203;-6;1;46.702947,-93.5203
01106;Longmeadow;MA;42.050395;-72.5712;-5;1;42.050395,-72.5712
60180;Union;IL;42.229437;-88.52606;-6;1;42.229437,-88.52606
52038;Dundee;IA;42.585197;-91.55268;-6;1;42.585197,-91.55268
53547;Janesville;WI;42.729359;-89.030111;-6;1;42.729359,-89.030111
37077;Hendersonville;TN;36.304701;-86.621095;-6;1;36.304701,-86.621095
38069;Stanton;TN;35.459089;-89.35699;-6;1;35.459089,-89.35699
28608;Boone;NC;36.221334;-81.713416;-5;1;36.221334,-81.713416
14871;Pine City;NY;42.048032;-76.90521;-5;1;42.048032,-76.90521
22027;Dunn Loring;VA;38.893921;-77.21976;-5;1;38.893921,-77.21976
43070;Rosewood;OH;40.217799;-83.96044;-5;1;40.217799,-83.96044
99326;Connell;WA;46.675704;-118.8823;-8;1;46.675704,-118.8823
99643;Old Harbor;AK;57.19926;-153.30438;-9;1;57.19926,-153.30438
54904;Oshkosh;WI;44.018871;-88.61324;-6;1;44.018871,-88.61324
55360;Mayer;MN;44.909362;-93.89981;-6;1;44.909362,-93.89981
56301;Saint Cloud;MN;45.526066;-94.20649;-6;1;45.526066,-94.20649
56630;Blackduck;MN;47.722624;-94.5319;-6;1;47.722624,-94.5319
61063;Pecatonica;IL;42.307665;-89.34453;-6;1;42.307665,-89.34453
62652;Milton;IL;39.564228;-90.651349;-6;1;39.564228,-90.651349
63028;Festus;MO;38.187767;-90.4077;-6;1;38.187767,-90.4077
63588;Clay;MO;36.018996;-90.159327;-6;1;36.018996,-90.159327
47165;Pekin;IN;38.49903;-86.01293;-5;0;38.49903,-86.01293
47383;Selma;IN;40.168528;-85.2698;-5;0;40.168528,-85.2698
48198;Ypsilanti;MI;42.247039;-83.58215;-5;1;42.247039,-83.58215
49317;Cannonsburg;MI;43.071201;-85.480856;-5;1;43.071201,-85.480856
44647;Massillon;OH;40.793924;-81.55252;-5;1;40.793924,-81.55252
45025;Hamilton;OH;39.440956;-84.575746;-5;1;39.440956,-84.575746
45836;Dunkirk;OH;40.790676;-83.63856;-5;1;40.790676,-83.63856
49971;White Pine;MI;46.754237;-89.57925;-5;1;46.754237,-89.57925
50112;Grinnell;IA;41.736434;-92.72123;-6;1;41.736434,-92.72123
36444;Franklin;AL;31.63857;-87.46772;-6;1;31.63857,-87.46772
54536;Iron Belt;WI;46.346699;-90.33543;-6;1;46.346699,-90.33543
88429;Mount Dora;NM;36.369783;-103.505541;-7;1;36.369783,-103.505541
89153;Las Vegas;NV;35.927901;-114.972061;-8;1;35.927901,-114.972061
94519;Concord;CA;37.984271;-122.01437;-8;1;37.984271,-122.01437
03552;Pittsburg;NH;45.085717;-71.345714;-5;1;45.085717,-71.345714
04421;Castine;ME;44.405928;-68.79341;-5;1;44.405928,-68.79341
04746;Grand Isle;ME;47.281126;-68.14277;-5;1;47.281126,-68.14277
06605;Bridgeport;CT;41.163596;-73.21633;-5;1;41.163596,-73.21633
07050;Orange;NJ;40.768299999999996;-74.23603;-5;1;40.7683,-74.23603
07302;Jersey City;NJ;40.721602;-74.04703;-5;1;40.721602,-74.04703
00771;Las Piedras;PR;18.18744;-65.87088;-4;0;18.18744,-65.87088
01541;Princeton;MA;42.451569;-71.882;-5;1;42.451569,-71.882
02381;White Horse Beach;MA;41.931602;-70.561051;-5;1;41.931602,-70.561051
02630;Barnstable;MA;41.700327;-70.29568;-5;1;41.700327,-70.29568
93067;Summerland;CA;34.421895;-119.60084;-8;1;34.421895,-119.60084
99821;Auke Bay;AK;58.449413;-134.700348;-9;1;58.449413,-134.700348
30037;Decatur;GA;33.891251;-84.07456;-5;1;33.891251,-84.07456
31552;Millwood;GA;31.281103;-82.6201;-5;1;31.281103,-82.6201
48320;Keego Harbor;MI;42.611783;-83.33757;-5;1;42.611783,-83.33757
24579;Natural Bridge Station;VA;37.597531;-79.50659;-5;1;37.597531,-79.50659
25501;Alkol;WV;38.169041;-81.92567;-5;1;38.169041,-81.92567
38674;Tiplersville;MS;34.884396;-88.89784;-6;1;34.884396,-88.89784
22310;Alexandria;VA;38.782013;-77.12125;-5;1;38.782013,-77.12125
22448;Dahlgren;VA;38.340124;-77.03273;-5;1;38.340124,-77.03273
29649;Greenwood;SC;34.225872;-82.15614;-5;1;34.225872,-82.15614
30084;Tucker;GA;33.853853;-84.22036;-5;1;33.853853,-84.22036
37729;Duff;TN;36.510252;-84.02712;-5;1;36.510252,-84.02712
31908;Columbus;GA;32.534852;-84.906483;-5;1;32.534852,-84.906483
20047;Washington;DC;38.893311;-77.014647;-5;1;38.893311,-77.014647
33065;Pompano Beach;FL;26.272607999999998;-80.25589;-5;1;26.272608,-80.25589
41121;Argillite;KY;38.456608;-82.82615;-5;1;38.456608,-82.82615
46968;Ora;IN;41.172438;-86.55239;-5;0;41.172438,-86.55239
62537;Harristown;IL;39.867151;-89.11324;-6;1;39.867151,-89.11324
35486;Tuscaloosa;AL;33.272662;-87.793794;-6;1;33.272662,-87.793794
35981;Ider;AL;34.717362;-85.65353;-6;1;34.717362,-85.65353
64069;Liberty;MO;39.282869;-94.408998;-6;1;39.282869,-94.408998
17823;Dornsife;PA;40.720016;-76.73738;-5;1;40.720016,-76.73738
25672;Edgarton;WV;37.570813;-82.13578;-5;1;37.570813,-82.13578
33136;Miami;FL;25.786326;-80.2029;-5;1;25.786326,-80.2029
41160;Mazie;KY;38.074113;-82.744663;-5;1;38.074113,-82.744663
43160;Washington Court House;OH;39.533002;-83.43905;-5;1;39.533002,-83.43905
28457;Rocky Point;NC;34.449782;-77.88697;-5;1;34.449782,-77.88697
38802;Tupelo;MS;34.234527;-88.767127;-6;1;34.234527,-88.767127
38877;Van Vleet;MS;33.987089;-88.898807;-6;1;33.987089,-88.898807
39140;Newhebron;MS;31.738817;-89.97045;-6;1;31.738817,-89.97045
52133;Castalia;IA;43.119538;-91.66528;-6;1;43.119538,-91.66528
53102;Benet Lake;WI;42.500141;-88.079983;-6;1;42.500141,-88.079983
59445;Garneill;MT;47.055715;-109.468299;-7;1;47.055715,-109.468299
46721;Butler;IN;41.424095;-84.8726;-5;0;41.424095,-84.8726
46992;Wabash;IN;40.795068;-85.82953;-5;0;40.795068,-85.82953
47133;Jeffersonville;IN;38.286819;-85.732062;-5;1;38.286819,-85.732062
63787;Zalma;MO;37.115431;-90.10392;-6;1;37.115431,-90.10392
47938;Crawfordsville;IN;40.040014;-86.893614;-5;0;40.040014,-86.893614
48084;Troy;MI;42.563505;-83.18405;-5;1;42.563505,-83.18405
48889;Sumner;MI;43.293977;-84.79415;-5;1;43.293977,-84.79415
55433;Minneapolis;MN;45.163848;-93.3195;-6;1;45.163848,-93.3195
61064;Polo;IL;41.989386;-89.59084;-6;1;41.989386,-89.59084
62246;Greenville;IL;38.889355;-89.40987;-6;1;38.889355,-89.40987
54914;Appleton;WI;44.267411;-88.4383;-6;1;44.267411,-88.4383
72150;Sheridan;AR;34.31985;-92.39319;-6;1;34.31985,-92.39319
72540;Guion;AR;35.929689;-91.92632;-6;1;35.929689,-91.92632
72669;Pindall;AR;36.087461;-92.88803;-6;1;36.087461,-92.88803
73561;Oscar;OK;34.023916;-97.64801;-6;1;34.023916,-97.64801
75370;Dallas;TX;32.767268;-96.777626;-6;1;32.767268,-96.777626
75371;Dallas;TX;32.767268;-96.777626;-6;1;32.767268,-96.777626
96128;Standish;CA;40.34863;-120.4065;-8;1;40.34863,-120.4065
98822;Entiat;WA;47.782158;-120.35944;-8;1;47.782158,-120.35944
98943;South Cle Elum;WA;47.186592;-120.95503;-8;1;47.186592,-120.95503
57359;Letcher;SD;43.896226;-98.14931;-6;1;43.896226,-98.14931
57620;Bison;SD;45.454454;-102.5039;-7;1;45.454454,-102.5039
59347;Rosebud;MT;46.632549;-106.39641;-7;1;46.632549,-106.39641
59831;Dixon;MT;47.291275;-114.37296;-7;1;47.291275,-114.37296
73038;Fort Cobb;OK;35.137863;-98.43667;-6;1;35.137863,-98.43667
74360;Picher;OK;36.981521;-94.83278;-6;1;36.981521,-94.83278
53744;Madison;WI;43.06956;-89.423861;-6;1;43.06956,-89.423861
62830;Dix;IL;38.441538;-88.96888;-6;1;38.441538,-88.96888
66438;Home;KS;39.853477;-96.50361;-6;1;39.853477,-96.50361
67020;Burrton;KS;38.008128;-97.67008;-6;1;38.008128,-97.67008
68621;Ames;NE;41.482181;-96.63929;-6;1;41.482181,-96.63929
55927;Dodge Center;MN;44.026272;-92.86903;-6;1;44.026272,-92.86903
71240;Fairbanks;LA;32.490777;-92.159354;-6;1;32.490777,-92.159354
60630;Chicago;IL;41.971044;-87.75869;-6;1;41.971044,-87.75869
60967;Stockland;IL;40.613942;-87.59259;-6;1;40.613942,-87.59259
85212;Mesa;AZ;33.35035;-111.64535;-7;0;33.35035,-111.64535
86022;Fredonia;AZ;36.844685;-112.47107;-7;0;36.844685,-112.47107
80019;Aurora;CO;39.784036;-104.72289;-7;1;39.784036,-104.72289
80107;Elizabeth;CO;39.397242;-104.58696;-7;1;39.397242,-104.58696
95991;Yuba City;CA;39.114138;-121.6196;-8;1;39.114138,-121.6196
96053;Mcarthur;CA;40.446063;-120.664132;-8;1;40.446063,-120.664132
77530;Channelview;TX;29.786656;-95.12214;-6;1;29.786656,-95.12214
33948;Port Charlotte;FL;26.984486;-82.14859;-5;1;26.984486,-82.14859
38251;Puryear;TN;36.444446;-88.35903;-6;1;36.444446,-88.35903
39218;Jackson;MS;32.230408;-90.16213;-6;1;32.230408,-90.16213
46352;La Porte;IN;41.498992;-86.709883;-6;1;41.498992,-86.709883
47426;Clear Creek;IN;39.173234;-86.501543;-5;0;39.173234,-86.501543
41099;Newport;KY;38.963761;-84.368926;-5;1;38.963761,-84.368926
42742;Gradyville;KY;37.098391;-85.50199;-6;1;37.098391,-85.50199
32596;Pensacola;FL;30.61428;-87.275772;-6;1;30.61428,-87.275772
33329;Fort Lauderdale;FL;26.145724;-80.448254;-5;1;26.145724,-80.448254
33626;Tampa;FL;28.052799;-82.61135;-5;1;28.052799,-82.61135
14850;Ithaca;NY;42.449454;-76.49685;-5;1;42.449454,-76.49685
06031;Falls Village;CT;41.948694;-73.3296;-5;1;41.948694,-73.3296
00627;Camuy;PR;18.435246;-66.85644;-4;0;18.435246,-66.85644
30310;Atlanta;GA;33.727807;-84.41983;-5;1;33.727807,-84.41983
30474;Vidalia;GA;32.220155;-82.41493;-5;1;32.220155,-82.41493
30719;Dalton;GA;34.801861;-84.989796;-5;1;34.801861,-84.989796
34697;Dunedin;FL;27.891809;-82.724763;-5;1;27.891809,-82.724763
37110;McMinnville;TN;35.687286;-85.787;-6;1;35.687286,-85.787
99171;Saint John;WA;47.11653;-117.63938;-8;1;47.11653,-117.63938
56157;Lynd;MN;44.396043;-95.92771;-6;1;44.396043,-95.92771
57270;Veblen;SD;45.83907;-97.37321;-6;1;45.83907,-97.37321
57371;Ree Heights;SD;44.430739;-99.22041;-6;1;44.430739,-99.22041
58031;Fingal;ND;46.767912;-97.67144;-6;1;46.767912,-97.67144
87556;Questa;NM;36.735033;-105.58602;-7;1;36.735033,-105.58602
92648;Huntington Beach;CA;33.673468;-118.00243;-8;1;33.673468,-118.00243
65038;Laurie;MO;38.196429;-92.867804;-6;1;38.196429,-92.867804
61030;Forreston;IL;42.119619;-89.58242;-6;1;42.119619,-89.58242
61640;Peoria;IL;40.785652999999996;-89.617657;-6;1;40.785653,-89.617657
49877;Ralph;MI;46.108829;-87.78294;-6;1;46.108829,-87.78294
52538;West Grove;IA;40.745286;-92.408679;-6;1;40.745286,-92.408679
52721;Bennett;IA;41.749701;-90.96586;-6;1;41.749701,-90.96586
52804;Davenport;IA;41.546931;-90.61964;-6;1;41.546931,-90.61964
53595;Dodgeville;WI;42.976078;-90.141299;-6;1;42.976078,-90.141299
55584;Monticello;MN;45.200875;-93.888099;-6;1;45.200875,-93.888099
57346;Stephan;SD;44.246147;-99.45466;-6;1;44.246147,-99.45466
58338;Hampden;ND;48.530196;-98.641;-6;1;48.530196,-98.641
58554;Mandan;ND;46.812148;-100.90891;-6;1;46.812148,-100.90891
63151;Saint Louis;MO;38.638318;-90.427118;-6;1;38.638318,-90.427118
63182;Saint Louis;MO;38.6531;-90.243462;-6;1;38.6531,-90.243462
72339;Gilmore;AR;35.411831;-90.27537;-6;1;35.411831,-90.27537
72461;Rector;AR;36.260606;-90.28187;-6;1;36.260606,-90.28187
72465;Sedgwick;AR;35.964317;-90.895421;-6;1;35.964317,-90.895421
73102;Oklahoma City;OK;35.47156;-97.52036;-6;1;35.47156,-97.52036
74187;Tulsa;OK;36.139826;-96.029725;-6;1;36.139826,-96.029725
70092;Violet;LA;29.902193;-89.89726;-6;1;29.902193,-89.89726
79843;Marfa;TX;30.217129;-104.22045;-6;1;30.217129,-104.22045
90622;Buena Park;CA;33.640302;-117.769442;-8;1;33.640302,-117.769442
77041;Houston;TX;29.85873;-95.57243;-6;1;29.85873,-95.57243
96129;Beckwourth;CA;39.772064;-120.405095;-8;1;39.772064,-120.405095
96785;Volcano;HI;19.447717;-155.21012;-10;0;19.447717,-155.21012
92373;Redlands;CA;34.034714;-117.17305;-8;1;34.034714,-117.17305
94130;San Francisco;CA;37.819423;-122.36966;-8;1;37.819423,-122.36966
89081;Indian Springs;NV;36.573377;-115.674671;-8;1;36.573377,-115.674671
98201;Everett;WA;47.986274;-122.20222;-8;1;47.986274,-122.20222
99109;Chewelah;WA;48.269784;-117.73437;-8;1;48.269784,-117.73437
99657;Russian Mission;AK;61.785228;-161.36476;-9;1;61.785228,-161.36476
01061;Northampton;MA;42.369562;-72.63599;-5;1;42.369562,-72.63599
01473;Westminster;MA;42.544622;-71.9021;-5;1;42.544622,-71.9021
56002;Mankato;MN;44.056047;-94.069828;-6;1;44.056047,-94.069828
56139;Holland;MN;44.092188;-96.18168;-6;1;44.092188,-96.18168
57022;Dell Rapids;SD;43.833265;-96.70684;-6;1;43.833265,-96.70684
57241;Hayti;SD;44.695445;-97.21584;-6;1;44.695445,-97.21584
57264;Stockholm;SD;45.104925;-96.79467;-6;1;45.104925,-96.79467
58078;West Fargo;ND;46.875367;-96.90503;-6;1;46.875367,-96.90503
45349;North Hampton;OH;39.990944999999996;-83.94049;-5;1;39.990945,-83.94049
32228;Jacksonville;FL;30.38239;-81.436859;-5;1;30.38239,-81.436859
32588;Niceville;FL;30.661155;-86.594479;-6;1;30.661155,-86.594479
33029;Hollywood;FL;26.006373;-80.40212;-5;1;26.006373,-80.40212
33129;Miami;FL;25.757227;-80.20656;-5;1;25.757227,-80.20656
35296;Birmingham;AL;33.544622;-86.929208;-6;1;33.544622,-86.929208
50667;Raymond;IA;42.468387;-92.21818;-6;1;42.468387,-92.21818
50863;Tingley;IA;40.857182;-94.19272;-6;1;40.857182,-94.19272
49286;Tecumseh;MI;42.012268;-83.93878;-5;1;42.012268,-83.93878
30238;Jonesboro;GA;33.49348;-84.37871;-5;1;33.49348,-84.37871
31745;Donalsonville;GA;30.974364;-84.87703;-5;1;30.974364,-84.87703
37887;Wartburg;TN;36.091018;-84.56863;-5;1;36.091018,-84.56863
38167;Memphis;TN;35.201738;-89.971538;-6;1;35.201738,-89.971538
40115;Custer;KY;37.753533;-86.21654;-6;1;37.753533,-86.21654
47620;Mount Vernon;IN;37.940511;-87.88918;-6;1;37.940511,-87.88918
79086;Sunray;TX;36.057372;-101.76599;-6;1;36.057372,-101.76599
79401;Lubbock;TX;33.578935;-101.8316;-6;1;33.578935,-101.8316
79999;El Paso;TX;31.694842;-106.299987;-7;1;31.694842,-106.299987
82834;Buffalo;WY;44.301141;-106.67638;-7;1;44.301141,-106.67638
60687;Chicago;IL;41.811929;-87.68732;-6;1;41.811929,-87.68732
73012;Bray;OK;34.48532;-97.852223;-6;1;34.48532,-97.852223
68720;Brunswick;NE;42.337964;-98.01432;-6;1;42.337964,-98.01432
68779;Stanton;NE;41.955429;-97.21583;-6;1;41.955429,-97.21583
70551;Leonville;LA;30.475194;-91.973736;-6;1;30.475194,-91.973736
17833;Kreamer;PA;40.802232;-76.96291;-5;1;40.802232,-76.96291
18351;Portland;PA;40.920622;-75.09773;-5;1;40.920622,-75.09773
02471;Watertown;MA;42.446396;-71.459405;-5;1;42.446396,-71.459405
02903;Providence;RI;41.8208;-71.41306;-5;1;41.8208,-71.41306
03891;Danville;NH;42.906495;-71.140537;-5;1;42.906495,-71.140537
12580;Staatsburg;NY;41.854465;-73.89922;-5;1;41.854465,-73.89922
12946;Lake Placid;NY;44.292147;-73.95985;-5;1;44.292147,-73.95985
13444;Plymouth;NY;42.637549;-75.672508;-5;1;42.637549,-75.672508
11583;Valley Stream;NY;40.754757;-73.601772;-5;1;40.754757,-73.601772
00665;Ponce;PR;18.044224;-66.502103;-4;0;18.044224,-66.502103
44303;Akron;OH;41.103205;-81.53625;-5;1;41.103205,-81.53625
38946;Morgan City;MS;33.359299;-90.3527;-6;1;33.359299,-90.3527
39428;Collins;MS;31.651487;-89.56525;-6;1;31.651487,-89.56525
27023;Lewisville;NC;36.097767;-80.42715;-5;1;36.097767,-80.42715
33170;Miami;FL;25.559785;-80.41664;-5;1;25.559785,-80.41664
65083;Ulman;MO;38.142363;-92.43502;-6;1;38.142363,-92.43502
66429;Grantville;KS;39.094823;-95.54874;-6;1;39.094823,-95.54874
66948;Jamestown;KS;39.609023;-97.84511;-6;1;39.609023,-97.84511
67845;Bloom;KS;39.296417;-98.524566;-6;1;39.296417,-98.524566
63088;Valley Park;MO;38.553253;-90.49157;-6;1;38.553253,-90.49157
63339;Curryville;MO;39.334216;-91.37684;-6;1;39.334216,-91.37684
64433;Conception;MO;40.242954;-94.68406;-6;1;40.242954,-94.68406
57047;Monroe;SD;43.50934;-97.21919;-6;1;43.50934,-97.21919
57445;Groton;SD;45.458312;-98.13416;-6;1;45.458312,-98.13416
57659;Walker;SD;45.708402;-101.154581;-7;1;45.708402,-101.154581
58746;Kenmare;ND;48.719925;-102.08301;-6;1;48.719925,-102.08301
59036;Harlowton;MT;46.435446;-109.86994;-7;1;46.435446,-109.86994
62051;Irving;IL;39.205747;-89.40909;-6;1;39.205747,-89.40909
70190;New Orleans;LA;30.032997;-89.882564;-6;1;30.032997,-89.882564
71055;Minden;LA;32.631009;-93.28751;-6;1;32.631009,-93.28751
54466;Pittsville;WI;44.404914;-90.24246;-6;1;44.404914,-90.24246
54561;Star Lake;WI;46.058408;-89.4516;-6;1;46.058408,-89.4516
72392;Wheatley;AR;34.929287;-91.09866;-6;1;34.929287,-91.09866
44629;Gnadenhutten;OH;40.359172;-81.4351;-5;1;40.359172,-81.4351
44857;Norwalk;OH;41.236357;-82.60185;-5;1;41.236357,-82.60185
45099;Monroe;OH;39.440956;-84.575746;-5;1;39.440956,-84.575746
45263;Cincinnati;OH;39.166759;-84.53822;-5;1;39.166759,-84.53822
54440;Hatley;WI;44.830734;-89.37414;-6;1;44.830734,-89.37414
55439;Minneapolis;MN;44.875997;-93.37021;-6;1;44.875997,-93.37021
56560;Moorhead;MN;46.861413;-96.75367;-6;1;46.861413,-96.75367
38879;Verona;MS;34.188301;-88.72093;-6;1;34.188301,-88.72093
40009;Bradfordsville;KY;37.477192;-85.10175;-5;1;37.477192,-85.10175
33380;Winter Haven;FL;28.017179;-81.754949;-5;1;28.017179,-81.754949
43976;Hopedale;OH;40.352364;-80.90465;-5;1;40.352364,-80.90465
45439;Dayton;OH;39.695702;-84.21688;-5;1;39.695702,-84.21688
47260;Medora;IN;38.846345;-86.18327;-5;0;38.846345,-86.18327
47454;Paoli;IN;38.533167;-86.48362;-5;0;38.533167,-86.48362
48651;Prudenville;MI;44.258616;-84.646;-5;1;44.258616,-84.646
48919;Lansing;MI;42.728585;-84.551728;-5;1;42.728585,-84.551728
28761;Nebo;NC;35.666254;-81.90629;-5;1;35.666254,-81.90629
29860;North Augusta;SC;33.59107;-81.96445;-5;1;33.59107,-81.96445
13736;Berkshire;NY;42.306877;-76.204;-5;1;42.306877,-76.204
14216;Buffalo;NY;42.949707;-78.85923;-5;1;42.949707,-78.85923
15475;Republic;PA;39.964486;-79.87846;-5;1;39.964486,-79.87846
16258;Strattanville;PA;41.221629;-79.28293;-5;1;41.221629,-79.28293
05161;Weston;VT;43.303613;-72.79134;-5;1;43.303613,-72.79134
06851;Norwalk;CT;41.134896;-73.4053;-5;1;41.134896,-73.4053
23602;Newport News;VA;37.115698;-76.5183;-5;1;37.115698,-76.5183
24289;Trammel;VA;37.130943;-82.344881;-5;1;37.130943,-82.344881
24472;Raphine;VA;37.936577;-79.22828;-5;1;37.936577,-79.22828
24976;Sinks Grove;WV;37.667594;-80.54184;-5;1;37.667594,-80.54184
25719;Huntington;WV;38.413384;-82.277401;-5;1;38.413384,-82.277401
20146;Ashburn;VA;39.085309;-77.645224;-5;1;39.085309,-77.645224
20632;Faulkner;MD;38.421787;-76.96182;-5;1;38.421787,-76.96182
21501;Cumberland;MD;39.580691;-78.690593;-5;1;39.580691,-78.690593
22555;Stafford;VA;38.417273;-77.460814;-5;1;38.417273,-77.460814
19029;Essington;PA;39.866912;-75.29156;-5;1;39.866912,-75.29156
19526;Hamburg;PA;40.545014;-75.98463;-5;1;40.545014,-75.98463
11424;Jamaica;NY;40.651378;-73.870779;-5;1;40.651378,-73.870779
02066;Scituate;MA;42.205038;-70.7513;-5;1;42.205038,-70.7513
27427;Greensboro;NC;36.080707;-80.0244;-5;1;36.080707,-80.0244
58832;Westby;ND;48.843926;-103.924225;-6;1;48.843926,-103.924225
60506;Aurora;IL;41.766029;-88.35254;-6;1;41.766029,-88.35254
60669;Chicago;IL;41.811929;-87.68732;-6;1;41.811929,-87.68732
41701;Hazard;KY;37.274854;-83.19061;-5;1;37.274854,-83.19061
43143;Mount Sterling;OH;39.710455;-83.28776;-5;1;39.710455,-83.28776
45782;Trimble;OH;39.483798;-82.07788;-5;1;39.483798,-82.07788
46379;Sumava Resorts;IN;41.167119;-87.43781;-6;1;41.167119,-87.43781
49269;Parma;MI;42.285987;-84.59305;-5;1;42.285987,-84.59305
11590;Westbury;NY;40.756287;-73.57536;-5;1;40.756287,-73.57536
12076;Gilboa;NY;42.425405;-74.40616;-5;1;42.425405,-74.40616
51452;Lidderdale;IA;42.126994;-94.78449;-6;1;42.126994,-94.78449
54156;Pembine;WI;45.595032;-87.95018;-6;1;45.595032,-87.95018
28504;Kinston;NC;35.264739;-77.62481;-5;1;35.264739,-77.62481
28635;Hays;NC;36.315077;-81.13146;-5;1;36.315077,-81.13146
29055;Great Falls;SC;34.569908;-80.90972;-5;1;34.569908,-80.90972
26335;Burnsville;WV;38.856879;-80.66528;-5;1;38.856879,-80.66528
31789;Sumner;GA;31.484091;-83.73515;-5;1;31.484091,-83.73515
23952;Lunenburg;VA;36.930088;-78.29215;-5;1;36.930088,-78.29215
12174;Stuyvesant Falls;NY;42.343986;-73.73477;-5;1;42.343986,-73.73477
12490;West Camp;NY;42.108689;-73.934577;-5;1;42.108689,-73.934577
12862;Riparius;NY;43.675377;-73.932509;-5;1;43.675377,-73.932509
21285;Baltimore;MD;39.438964;-76.592139;-5;1;39.438964,-76.592139
